0.176894505	0.295439524
0.245422395	0.579605567
0.446202487	0.466207908
0.350438962	0.946402546
0.027874049	0.503089128
0.277884077	0.696562801
0.527803818	0.532403239
0.548852669	0.609770966
0.735014941	0.754521166
0.421463636	0.261398632
0.434361061	0.195600521
0.322139421	0.506959705
0.268857358	0.360510325
0.533546621	0.228444086
0.269401784	0.283858643
0.61005403	0.600649479
0.449887691	0.500337388
0.589858121	0.242915132
0.390572671	0.72436154
0.252913219	0.795295245
0.403815325	0.858132311
0.443655479	0.279265169
0.256182606	0.408400492
0.649257367	0.387369963
0.20819382	0.354996698
0.328829247	0.450608473
0.836132126	0.851207845
0.358082468	0.460850176
0.685431669	0.205524692
0.10743674	0.461082261
0.112548988	0.464007201
0.74998023	0.314647408
0.420654944	0.891999313
0.120119624	0.444479135
0.663578058	0.186497804
0.447370223	0.523021455
0.921600534	0.705484686
0.798116322	0.655050078
0.540070666	0.111012798
0.534469615	0.639015325
0.170113375	0.642510974
0.698317904	0.388092299
0.355881013	0.638717185
0.299212197	0.624932782
0.891253213	0.38960373
1	0.569156964
0.793740909	0.490491484
0.700315747	0
0.403593522	0.555178891
0.184214722	0.582618962
0.134653286	0.333983125
0.451664296	0.352875224
0.218174144	0.294019021
0.204397628	1
0.046419034	0.592966107
0.116698005	0.350256339
0.346260871	0.462472858
0.422624249	0.524845474
0.406967135	0.091720528
0.026104177	0.578530664
0.359678983	0.443137342
0.439850281	0.835118641
0.401829686	0.741855452
0.321969188	0.181376638
0.07958822	0.312703509
0.245226908	0.80922151
0.555286044	0.161712973
0.521971752	0.822559651
0.005115852	0.615894856
0	0.763468867
0.645102903	0.600239459
0.465260629	0.233718439
0.542013486	0.744880134
0.813138302	0.2664391
0.4582271	0.460812051
0.110085731	0.365332259
0.076410162	0.366892889
0.068135409	0.457524874
0.145856714	0.287461497
0.844572545	0.819851078
0.652195323	0.942737545
0.191497712	0.362985747
0.839381467	0.492676682
0.179481394	0.430964871
0.554676444	0.297663106
0.089018103	0.596926239
0.151334995	0.756780403
0.860774909	0.549344806
0.89420244	0.480612727
0.153204981	0.537393904
0.17268625	0.425578347
0.393183525	0.526827132
0.553159216	0.207621861
0.49072941	0.273838536
0.458929749	0.470167201
0.661443085	0.117907886
0.499366004	0.257687969
0.882057036	0.501131651
0.791137878	0.98830641
